Localización;Nacionalidad;Fecha;Ambos;Hombres;Mujeres
Castilla y León;Guyana;31/12/2017;1;0;1
Castilla y León;Haití;31/12/2017;7;6;1
Castilla y León;Honduras;31/12/2017;58;30;28
Castilla y León;India;31/12/2017;31;14;17
Castilla y León;Indonesia;31/12/2017;14;9;5
Castilla y León;Irak;31/12/2017;3;2;1
Castilla y León;Irán;31/12/2017;9;1;8
Castilla y León;Islas Salomón;31/12/2017;0;0;0
Castilla y León;Israel;31/12/2017;5;5;0
Castilla y León;Jamaica;31/12/2017;1;0;1
Castilla y León;Japón;31/12/2017;82;33;49
Castilla y León;Jordania;31/12/2017;28;6;22
Castilla y León;Kazajistán;31/12/2017;6;0;6
Castilla y León;Kenia;31/12/2017;0;0;0
Castilla y León;Kirguistán;31/12/2017;0;0;0
Castilla y León;Kuwait;31/12/2017;1;1;0
Castilla y León;Laos;31/12/2017;0;0;0
Castilla y León;Lesoto;31/12/2017;0;0;0
Castilla y León;Líbano;31/12/2017;6;3;3
Castilla y León;Liberia;31/12/2017;0;0;0
Castilla y León;Libia;31/12/2017;11;7;4
Castilla y León;Macedonia;31/12/2017;0;0;0
Castilla y León;Madagascar;31/12/2017;2;1;1
Castilla y León;Malasia;31/12/2017;3;1;2
Castilla y León;Malaui;31/12/2017;1;1;0
Castilla y León;Maldivas;31/12/2017;0;0;0
Castilla y León;Mali;31/12/2017;0;0;0
Castilla y León;Marruecos;31/12/2017;48;23;25
Castilla y León;Mauricio;31/12/2017;0;0;0
Castilla y León;Mauritania;31/12/2017;2;2;0
Castilla y León;México;31/12/2017;119;48;71
Castilla y León;Micronesia;31/12/2017;0;0;0
Castilla y León;Moldavia;31/12/2017;0;0;0
Castilla y León;Mónaco;31/12/2017;1;0;1
Castilla y León;Mongolia;31/12/2017;0;0;0
Castilla y León;Montenegro;31/12/2017;0;0;0
Castilla y León;Mozambique;31/12/2017;1;0;1
Castilla y León;Myanmar;31/12/2017;0;0;0
Castilla y León;Namibia;31/12/2017;0;0;0
Castilla y León;Nepal;31/12/2017;2;1;1
Castilla y León;Nicaragua;31/12/2017;11;5;6
Castilla y León;Níger;31/12/2017;9;9;0
Castilla y León;Nigeria;31/12/2017;5;4;1
Castilla y León;Nueva Zelanda;31/12/2017;2;2;0
Castilla y León;Oceanía (No consta país);31/12/2017;0;0;0
Castilla y León;Omán;31/12/2017;3;3;0
Castilla y León;Pakistán;31/12/2017;1;1;0
Castilla y León;Palestina;31/12/2017;0;0;0
Castilla y León;Panamá;31/12/2017;30;10;20
Castilla y León;Papúa Nueva Guinea;31/12/2017;0;0;0
Castilla y León;Paraguay;31/12/2017;9;3;6
Castilla y León;Perú;31/12/2017;123;60;63
Castilla y León;Qatar;31/12/2017;0;0;0
Castilla y León;Reino Unido;31/12/2017;0;0;0
Castilla y León;Rep. Centroafricana;31/12/2017;0;0;0
Castilla y León;Rep. Dem. del Congo;31/12/2017;4;4;0
Castilla y León;República Dominicana;31/12/2017;50;16;34
Castilla y León;Ruanda;31/12/2017;0;0;0
Castilla y León;Rusia;31/12/2017;31;8;23
Castilla y León;Samoa;31/12/2017;0;0;0
Castilla y León;San Cristóbal y Nieves;31/12/2017;0;0;0
Castilla y León;San Marino;31/12/2017;0;0;0
Castilla y León;San Vicente y Granadinas;31/12/2017;0;0;0
Castilla y León;Santa Lucía;31/12/2017;0;0;0
Castilla y León;Santo Tomé y Príncipe;31/12/2017;0;0;0
Castilla y León;Senegal;31/12/2017;1;0;1
Castilla y León;Serbia;31/12/2017;3;1;2
Castilla y León;Seychelles;31/12/2017;1;1;0
Castilla y León;Sierra Leona;31/12/2017;0;0;0
Castilla y León;Singapur;31/12/2017;3;2;1
Castilla y León;Siria;31/12/2017;5;3;2
Castilla y León;Somalia;31/12/2017;0;0;0
Castilla y León;Sri Lanka;31/12/2017;0;0;0
Castilla y León;Suazilandia;31/12/2017;0;0;0
Castilla y León;Sudáfrica;31/12/2017;1;0;1
Castilla y León;Sudán;31/12/2017;0;0;0
Castilla y León;Surinam;31/12/2017;0;0;0
Castilla y León;Tailandia;31/12/2017;6;2;4
Castilla y León;Taiwán;31/12/2017;50;17;33
Castilla y León;Tanzania;31/12/2017;7;3;4
Castilla y León;Tayikistán;31/12/2017;0;0;0
Castilla y León;Togo;31/12/2017;1;1;0
Castilla y León;Trinidad y Tobago;31/12/2017;0;0;0
Castilla y León;Túnez;31/12/2017;1;0;1
Castilla y León;Turkmenistán;31/12/2017;0;0;0
Castilla y León;Turquía;31/12/2017;25;14;11
Castilla y León;Ucrania;31/12/2017;26;14;12
Castilla y León;Uganda;31/12/2017;0;0;0
Castilla y León;Uruguay;31/12/2017;8;4;4
Castilla y León;Uzbekistán;31/12/2017;0;0;0
Castilla y León;Vanuatu;31/12/2017;0;0;0
Castilla y León;Venezuela;31/12/2017;67;32;35
Castilla y León;Vietnam;31/12/2017;17;5;12
Castilla y León;Yemen;31/12/2017;0;0;0
Castilla y León;Yibuti;31/12/2017;0;0;0
Castilla y León;Zambia;31/12/2017;0;0;0
Castilla y León;Zimbabue;31/12/2017;1;0;1
Castilla y León;Todas las nacionalidades;31/12/2016;3205;1294;1911
Castilla y León;Afganistán;31/12/2016;0;0;0
Castilla y León;Albania;31/12/2016;5;1;4
Castilla y León;Andorra;31/12/2016;2;1;1
Castilla y León;Angola;31/12/2016;9;7;2
Castilla y León;Antigua y Barbuda;31/12/2016;0;0;0
Castilla y León;Arabia Saudí;31/12/2016;5;3;2
Castilla y León;Argelia;31/12/2016;12;7;5
Castilla y León;Argentina;31/12/2016;42;18;24
Castilla y León;Armenia;31/12/2016;0;0;0
Castilla y León;Australia;31/12/2016;10;5;5
Castilla y León;Azerbaiyán;31/12/2016;1;1;0
Castilla y León;Bahamas;31/12/2016;1;0;1
Castilla y León;Bahrein;31/12/2016;0;0;0
Castilla y León;Bangladés;31/12/2016;3;3;0
Castilla y León;Barbados;31/12/2016;0;0;0
Castilla y León;Belice;31/12/2016;0;0;0
Castilla y León;Benín;31/12/2016;2;2;0
Castilla y León;Bielorrusia;31/12/2016;2;1;1
Castilla y León;Bolivia;31/12/2016;60;29;31
Castilla y León;Bosnia-Herzegovina;31/12/2016;1;0;1
Castilla y León;Botsuana;31/12/2016;0;0;0
Castilla y León;Brasil;31/12/2016;169;86;83
Castilla y León;Brunei;31/12/2016;0;0;0
Castilla y León;Burkina Faso;31/12/2016;2;2;0
Castilla y León;Burundi;31/12/2016;4;4;0
Castilla y León;Bután;31/12/2016;0;0;0
Castilla y León;Cabo Verde;31/12/2016;0;0;0
Castilla y León;Camboya;31/12/2016;0;0;0
Castilla y León;Camerún;31/12/2016;2;2;0
Castilla y León;Canadá;31/12/2016;14;5;9
Castilla y León;Chad;31/12/2016;1;1;0
Castilla y León;Chile;31/12/2016;36;22;14
Castilla y León;China;31/12/2016;1093;370;723
Castilla y León;Colombia;31/12/2016;185;74;111
Castilla y León;Comores;31/12/2016;0;0;0
Castilla y León;Congo;31/12/2016;3;2;1
Castilla y León;Corea del Norte;31/12/2016;0;0;0
Castilla y León;Corea del Sur;31/12/2016;64;26;38
Castilla y León;Costa de Marfil;31/12/2016;7;7;0
Castilla y León;Costa Rica;31/12/2016;19;7;12
Castilla y León;Cuba;31/12/2016;16;8;8
Castilla y León;Dominica;31/12/2016;0;0;0
Castilla y León;Ecuador;31/12/2016;129;65;64
Castilla y León;Egipto;31/12/2016;6;3;3
Castilla y León;El Salvador;31/12/2016;21;10;11
Castilla y León;Emiratos Árabes Unidos;31/12/2016;0;0;0
Castilla y León;Eritrea;31/12/2016;0;0;0
Castilla y León;Estados Unidos;31/12/2016;200;64;136
Castilla y León;Etiopía;31/12/2016;1;1;0
Castilla y León;Filipinas;31/12/2016;13;5;8
Castilla y León;Fiyi;31/12/2016;0;0;0
Castilla y León;Gabón;31/12/2016;7;5;2
Castilla y León;Gambia;31/12/2016;0;0;0
Castilla y León;Georgia;31/12/2016;6;2;4
Castilla y León;Ghana;31/12/2016;0;0;0
Castilla y León;Granada;31/12/2016;0;0;0
Castilla y León;Guatemala;31/12/2016;25;13;12
Castilla y León;Guinea;31/12/2016;0;0;0
Castilla y León;Guinea Bissau;31/12/2016;0;0;0
Castilla y León;Guinea Ecuatorial;31/12/2016;70;27;43
Castilla y León;Guyana;31/12/2016;0;0;0
Castilla y León;Haití;31/12/2016;4;3;1
Castilla y León;Honduras;31/12/2016;38;18;20
Castilla y León;India;31/12/2016;32;16;16
Castilla y León;Indonesia;31/12/2016;11;8;3
Castilla y León;Irak;31/12/2016;4;3;1
Castilla y León;Irán;31/12/2016;4;2;2
Castilla y León;Islas Salomón;31/12/2016;0;0;0
Castilla y León;Israel;31/12/2016;5;4;1
Castilla y León;Jamaica;31/12/2016;0;0;0
Castilla y León;Japón;31/12/2016;87;32;55
Castilla y León;Jordania;31/12/2016;20;4;16
Castilla y León;Kazajistán;31/12/2016;7;1;6
Castilla y León;Kenia;31/12/2016;1;0;1
Castilla y León;Kirguistán;31/12/2016;0;0;0
Castilla y León;Kuwait;31/12/2016;0;0;0
Castilla y León;Laos;31/12/2016;0;0;0
Castilla y León;Lesoto;31/12/2016;0;0;0
Castilla y León;Líbano;31/12/2016;5;4;1
Castilla y León;Liberia;31/12/2016;0;0;0
Castilla y León;Libia;31/12/2016;15;9;6
Castilla y León;Macedonia;31/12/2016;0;0;0
Castilla y León;Madagascar;31/12/2016;4;3;1
Castilla y León;Malasia;31/12/2016;2;1;1
Castilla y León;Malaui;31/12/2016;0;0;0
Castilla y León;Maldivas;31/12/2016;0;0;0
Castilla y León;Mali;31/12/2016;0;0;0
Castilla y León;Marruecos;31/12/2016;45;25;20
Castilla y León;Mauricio;31/12/2016;0;0;0
Castilla y León;Mauritania;31/12/2016;1;1;0
Castilla y León;México;31/12/2016;111;50;61
Castilla y León;Micronesia;31/12/2016;0;0;0
Castilla y León;Moldavia;31/12/2016;1;0;1
Castilla y León;Mónaco;31/12/2016;1;0;1
Castilla y León;Mongolia;31/12/2016;0;0;0
Castilla y León;Montenegro;31/12/2016;1;0;1
Castilla y León;Mozambique;31/12/2016;1;0;1
Castilla y León;Myanmar;31/12/2016;0;0;0
Castilla y León;Namibia;31/12/2016;0;0;0
Castilla y León;Nepal;31/12/2016;3;0;3
Castilla y León;Nicaragua;31/12/2016;18;9;9
Castilla y León;Níger;31/12/2016;5;5;0
Castilla y León;Nigeria;31/12/2016;3;3;0
Castilla y León;Nueva Zelanda;31/12/2016;1;1;0
Castilla y León;Oceanía (No consta país);31/12/2016;0;0;0
Castilla y León;Omán;31/12/2016;0;0;0
Castilla y León;Pakistán;31/12/2016;1;1;0
Castilla y León;Palestina;31/12/2016;0;0;0
Castilla y León;Panamá;31/12/2016;28;11;17
Castilla y León;Papúa Nueva Guinea;31/12/2016;0;0;0
Castilla y León;Paraguay;31/12/2016;10;2;8
Castilla y León;Perú;31/12/2016;102;53;49
Castilla y León;Qatar;31/12/2016;2;2;0
Castilla y León;Reino Unido;31/12/2016;0;0;0
Castilla y León;Rep. Centroafricana;31/12/2016;0;0;0
Castilla y León;Rep. Dem. del Congo;31/12/2016;2;2;0
Castilla y León;República Dominicana;31/12/2016;97;31;66
Castilla y León;Ruanda;31/12/2016;0;0;0
Castilla y León;Rusia;31/12/2016;42;9;33
Castilla y León;Samoa;31/12/2016;0;0;0
Castilla y León;San Cristóbal y Nieves;31/12/2016;0;0;0
Castilla y León;San Marino;31/12/2016;0;0;0
Castilla y León;San Vicente y Granadinas;31/12/2016;0;0;0
Castilla y León;Santa Lucía;31/12/2016;1;0;1
Castilla y León;Santo Tomé y Príncipe;31/12/2016;0;0;0
Castilla y León;Senegal;31/12/2016;4;0;4
Castilla y León;Serbia;31/12/2016;3;2;1
Castilla y León;Seychelles;31/12/2016;0;0;0
Castilla y León;Sierra Leona;31/12/2016;0;0;0
Castilla y León;Singapur;31/12/2016;2;2;0
Castilla y León;Siria;31/12/2016;5;3;2
Castilla y León;Somalia;31/12/2016;0;0;0
Castilla y León;Sri Lanka;31/12/2016;0;0;0
Castilla y León;Suazilandia;31/12/2016;0;0;0
Castilla y León;Sudáfrica;31/12/2016;5;0;5
Castilla y León;Sudán;31/12/2016;0;0;0
Castilla y León;Surinam;31/12/2016;0;0;0
Castilla y León;Tailandia;31/12/2016;5;2;3
Castilla y León;Taiwán;31/12/2016;53;9;44
Castilla y León;Tanzania;31/12/2016;10;4;6
Castilla y León;Tayikistán;31/12/2016;0;0;0
Castilla y León;Togo;31/12/2016;3;3;0
Castilla y León;Trinidad y Tobago;31/12/2016;0;0;0
Castilla y León;Túnez;31/12/2016;5;2;3
Castilla y León;Turkmenistán;31/12/2016;0;0;0
Castilla y León;Turquía;31/12/2016;21;12;9
Castilla y León;Ucrania;31/12/2016;29;11;18
Castilla y León;Uganda;31/12/2016;0;0;0
Castilla y León;Uruguay;31/12/2016;3;2;1
Castilla y León;Uzbekistán;31/12/2016;0;0;0
Castilla y León;Vanuatu;31/12/2016;0;0;0
Castilla y León;Venezuela;31/12/2016;81;34;47
Castilla y León;Vietnam;31/12/2016;10;4;6
Castilla y León;Yemen;31/12/2016;0;0;0
Castilla y León;Yibuti;31/12/2016;0;0;0
Castilla y León;Zambia;31/12/2016;0;0;0
Castilla y León;Zimbabue;31/12/2016;3;2;1
Castilla y León;Todas las nacionalidades;31/12/2015;1742;799;943
Castilla y León;Afganistán;31/12/2015;0;0;0
Castilla y León;Albania;31/12/2015;0;0;0
Castilla y León;Andorra;31/12/2015;0;0;0
Castilla y León;Angola;31/12/2015;7;5;2
Castilla y León;Antigua y Barbuda;31/12/2015;0;0;0
Castilla y León;Arabia Saudí;31/12/2015;14;10;4
Castilla y León;Argelia;31/12/2015;14;6;8
Castilla y León;Argentina;31/12/2015;25;13;12
Castilla y León;Armenia;31/12/2015;0;0;0
Castilla y León;Australia;31/12/2015;2;1;1
Castilla y León;Azerbaiyán;31/12/2015;2;1;1
Castilla y León;Bahamas;31/12/2015;1;0;1
Castilla y León;Bahrein;31/12/2015;0;0;0
Castilla y León;Bangladés;31/12/2015;0;0;0
Castilla y León;Barbados;31/12/2015;0;0;0
Castilla y León;Belice;31/12/2015;0;0;0
Castilla y León;Benín;31/12/2015;4;4;0
Castilla y León;Bielorrusia;31/12/2015;0;0;0
Castilla y León;Bolivia;31/12/2015;26;11;15
Castilla y León;Bosnia-Herzegovina;31/12/2015;1;0;1
Castilla y León;Botsuana;31/12/2015;0;0;0
Castilla y León;Brasil;31/12/2015;139;72;67
Castilla y León;Brunei;31/12/2015;0;0;0
Castilla y León;Burkina Faso;31/12/2015;3;3;0
Castilla y León;Burundi;31/12/2015;4;4;0
Castilla y León;Bután;31/12/2015;0;0;0
Castilla y León;Cabo Verde;31/12/2015;2;1;1
Castilla y León;Camboya;31/12/2015;0;0;0
Castilla y León;Camerún;31/12/2015;1;1;0
Castilla y León;Canadá;31/12/2015;6;0;6
Castilla y León;Chad;31/12/2015;1;1;0
Castilla y León;Chile;31/12/2015;31;18;13
Castilla y León;China;31/12/2015;483;175;308
Castilla y León;Colombia;31/12/2015;117;53;64
Castilla y León;Comores;31/12/2015;0;0;0
Castilla y León;Congo;31/12/2015;0;0;0
Castilla y León;Corea del Norte;31/12/2015;0;0;0
Castilla y León;Corea del Sur;31/12/2015;41;17;24
Castilla y León;Costa de Marfil;31/12/2015;9;9;0
Castilla y León;Costa Rica;31/12/2015;10;5;5
Castilla y León;Cuba;31/12/2015;5;3;2
Castilla y León;Dominica;31/12/2015;1;0;1
Castilla y León;Ecuador;31/12/2015;59;26;33
Castilla y León;Egipto;31/12/2015;8;4;4
Castilla y León;El Salvador;31/12/2015;16;8;8
Castilla y León;Emiratos Árabes Unidos;31/12/2015;0;0;0
Castilla y León;Eritrea;31/12/2015;0;0;0
Castilla y León;Estados Unidos;31/12/2015;105;37;68
Castilla y León;Etiopía;31/12/2015;2;1;1
Castilla y León;Filipinas;31/12/2015;11;7;4
Castilla y León;Fiyi;31/12/2015;0;0;0
Castilla y León;Gabón;31/12/2015;8;6;2
Castilla y León;Gambia;31/12/2015;0;0;0
Castilla y León;Georgia;31/12/2015;6;3;3
Castilla y León;Ghana;31/12/2015;0;0;0
Castilla y León;Granada;31/12/2015;0;0;0
Castilla y León;Guatemala;31/12/2015;14;8;6
Castilla y León;Guinea;31/12/2015;0;0;0
Castilla y León;Guinea Bissau;31/12/2015;1;0;1
Castilla y León;Guinea Ecuatorial;31/12/2015;60;30;30
Castilla y León;Guyana;31/12/2015;0;0;0
Castilla y León;Haití;31/12/2015;3;2;1
Castilla y León;Honduras;31/12/2015;19;13;6
Castilla y León;India;31/12/2015;16;10;6
Castilla y León;Indonesia;31/12/2015;2;2;0
Castilla y León;Irak;31/12/2015;1;1;0
Castilla y León;Irán;31/12/2015;6;0;6
Castilla y León;Islas Salomón;31/12/2015;0;0;0
Castilla y León;Israel;31/12/2015;1;0;1
Castilla y León;Jamaica;31/12/2015;0;0;0
Castilla y León;Japón;31/12/2015;19;8;11
Castilla y León;Jordania;31/12/2015;4;0;4
Castilla y León;Kazajistán;31/12/2015;3;0;3
Castilla y León;Kenia;31/12/2015;1;0;1
Castilla y León;Kirguistán;31/12/2015;0;0;0
Castilla y León;Kuwait;31/12/2015;0;0;0
Castilla y León;Laos;31/12/2015;1;0;1
Castilla y León;Lesoto;31/12/2015;0;0;0
Castilla y León;Líbano;31/12/2015;5;4;1
Castilla y León;Liberia;31/12/2015;0;0;0
Castilla y León;Libia;31/12/2015;6;5;1
Castilla y León;Macedonia;31/12/2015;0;0;0
Castilla y León;Madagascar;31/12/2015;1;1;0
Castilla y León;Malasia;31/12/2015;7;4;3
Castilla y León;Malaui;31/12/2015;0;0;0
Castilla y León;Maldivas;31/12/2015;0;0;0
Castilla y León;Mali;31/12/2015;0;0;0
Castilla y León;Marruecos;31/12/2015;62;35;27
Castilla y León;Mauricio;31/12/2015;0;0;0
Castilla y León;Mauritania;31/12/2015;2;2;0
Castilla y León;México;31/12/2015;57;27;30
Castilla y León;Micronesia;31/12/2015;0;0;0
Castilla y León;Moldavia;31/12/2015;0;0;0
Castilla y León;Mónaco;31/12/2015;0;0;0
Castilla y León;Mongolia;31/12/2015;0;0;0
Castilla y León;Montenegro;31/12/2015;0;0;0
Castilla y León;Mozambique;31/12/2015;1;1;0
Castilla y León;Myanmar;31/12/2015;0;0;0
Castilla y León;Namibia;31/12/2015;0;0;0
Castilla y León;Nepal;31/12/2015;2;1;1
Castilla y León;Nicaragua;31/12/2015;8;6;2
Castilla y León;Níger;31/12/2015;1;1;0
Castilla y León;Nigeria;31/12/2015;3;3;0
Castilla y León;Nueva Zelanda;31/12/2015;2;1;1
Castilla y León;Oceanía (No consta país);31/12/2015;0;0;0
Castilla y León;Omán;31/12/2015;1;1;0
Castilla y León;Pakistán;31/12/2015;1;1;0
Castilla y León;Palestina;31/12/2015;0;0;0
Castilla y León;Panamá;31/12/2015;8;4;4
Castilla y León;Papúa Nueva Guinea;31/12/2015;0;0;0
Castilla y León;Paraguay;31/12/2015;6;3;3
Castilla y León;Perú;31/12/2015;74;44;30
Castilla y León;Qatar;31/12/2015;2;2;0
Castilla y León;Reino Unido;31/12/2015;0;0;0
Castilla y León;Rep. Centroafricana;31/12/2015;0;0;0
Castilla y León;Rep. Dem. del Congo;31/12/2015;2;2;0
Castilla y León;República Dominicana;31/12/2015;35;15;20
Castilla y León;Ruanda;31/12/2015;1;1;0
Castilla y León;Rusia;31/12/2015;20;6;14
Castilla y León;Samoa;31/12/2015;0;0;0
Castilla y León;San Cristóbal y Nieves;31/12/2015;0;0;0
Castilla y León;San Marino;31/12/2015;0;0;0
Castilla y León;San Vicente y Granadinas;31/12/2015;0;0;0
Castilla y León;Santa Lucía;31/12/2015;0;0;0
Castilla y León;Santo Tomé y Príncipe;31/12/2015;0;0;0
Castilla y León;Senegal;31/12/2015;5;1;4
Castilla y León;Serbia;31/12/2015;1;0;1
Castilla y León;Seychelles;31/12/2015;0;0;0
Castilla y León;Sierra Leona;31/12/2015;0;0;0
Castilla y León;Singapur;31/12/2015;0;0;0
Castilla y León;Siria;31/12/2015;3;2;1
Castilla y León;Somalia;31/12/2015;0;0;0
Castilla y León;Sri Lanka;31/12/2015;0;0;0
Castilla y León;Suazilandia;31/12/2015;0;0;0
Castilla y León;Sudáfrica;31/12/2015;3;1;2
Castilla y León;Sudán;31/12/2015;1;1;0
Castilla y León;Surinam;31/12/2015;0;0;0
Castilla y León;Tailandia;31/12/2015;7;4;3
Castilla y León;Taiwán;31/12/2015;8;2;6
Castilla y León;Tanzania;31/12/2015;7;4;3
Castilla y León;Tayikistán;31/12/2015;0;0;0
Castilla y León;Togo;31/12/2015;0;0;0
Castilla y León;Trinidad y Tobago;31/12/2015;0;0;0
Castilla y León;Túnez;31/12/2015;1;0;1
Castilla y León;Turkmenistán;31/12/2015;0;0;0
Castilla y León;Turquía;31/12/2015;3;2;1
Castilla y León;Ucrania;31/12/2015;18;5;13
Castilla y León;Uganda;31/12/2015;0;0;0
Castilla y León;Uruguay;31/12/2015;2;1;1
Castilla y León;Uzbekistán;31/12/2015;0;0;0
Castilla y León;Vanuatu;31/12/2015;0;0;0
Castilla y León;Venezuela;31/12/2015;55;23;32
Castilla y León;Vietnam;31/12/2015;3;2;1
Castilla y León;Yemen;31/12/2015;0;0;0
Castilla y León;Yibuti;31/12/2015;1;1;0
Castilla y León;Zambia;31/12/2015;0;0;0
Castilla y León;Zimbabue;31/12/2015;2;1;1
Salamanca;Todas las nacionalidades;31/12/2021;1430;572;858
Salamanca;Afganistán;31/12/2021;0;0;0
Salamanca;Albania;31/12/2021;1;0;1
Salamanca;Andorra;31/12/2021;0;0;0
Salamanca;Angola;31/12/2021;1;1;0
Salamanca;Antigua y Barbuda;31/12/2021;0;0;0
Salamanca;Arabia Saudí;31/12/2021;1;1;0
Salamanca;Argelia;31/12/2021;27;6;21
Salamanca;Argentina;31/12/2021;26;12;14
Salamanca;Armenia;31/12/2021;0;0;0
Salamanca;Australia;31/12/2021;1;0;1
Salamanca;Azerbaiyán;31/12/2021;0;0;0
Salamanca;Bahamas;31/12/2021;0;0;0
Salamanca;Bahrein;31/12/2021;0;0;0
Salamanca;Bangladés;31/12/2021;0;0;0
Salamanca;Barbados;31/12/2021;0;0;0
Salamanca;Belice;31/12/2021;0;0;0
Salamanca;Benín;31/12/2021;1;1;0
Salamanca;Bielorrusia;31/12/2021;1;0;1
Salamanca;Bolivia;31/12/2021;8;4;4
Salamanca;Bosnia-Herzegovina;31/12/2021;0;0;0
Salamanca;Botsuana;31/12/2021;0;0;0
Salamanca;Brasil;31/12/2021;74;34;40
Salamanca;Brunei;31/12/2021;0;0;0
Salamanca;Burkina Faso;31/12/2021;0;0;0
Salamanca;Burundi;31/12/2021;0;0;0
Salamanca;Bután;31/12/2021;0;0;0
Salamanca;Cabo Verde;31/12/2021;0;0;0
Salamanca;Camboya;31/12/2021;0;0;0
Salamanca;Camerún;31/12/2021;4;2;2
Salamanca;Canadá;31/12/2021;2;0;2
Salamanca;Chad;31/12/2021;0;0;0
Salamanca;Chile;31/12/2021;39;21;18
Salamanca;China;31/12/2021;445;149;296
Salamanca;Colombia;31/12/2021;147;64;83
Salamanca;Comores;31/12/2021;0;0;0
Salamanca;Congo;31/12/2021;0;0;0
Salamanca;Corea del Norte;31/12/2021;0;0;0
Salamanca;Corea del Sur;31/12/2021;4;1;3
Salamanca;Costa de Marfil;31/12/2021;1;0;1
Salamanca;Costa Rica;31/12/2021;12;5;7
Salamanca;Cuba;31/12/2021;24;7;17
Salamanca;Dominica;31/12/2021;0;0;0
Salamanca;Ecuador;31/12/2021;70;32;38
Salamanca;Egipto;31/12/2021;6;5;1
Salamanca;El Salvador;31/12/2021;14;8;6
Salamanca;Emiratos Árabes Unidos;31/12/2021;0;0;0
Salamanca;Eritrea;31/12/2021;0;0;0
Salamanca;Estados Unidos;31/12/2021;44;20;24
Salamanca;Etiopía;31/12/2021;0;0;0
Salamanca;Filipinas;31/12/2021;0;0;0
Salamanca;Fiyi;31/12/2021;0;0;0
Salamanca;Gabón;31/12/2021;2;1;1
Salamanca;Gambia;31/12/2021;0;0;0
Salamanca;Georgia;31/12/2021;0;0;0
Salamanca;Ghana;31/12/2021;0;0;0
Salamanca;Granada;31/12/2021;0;0;0
Salamanca;Guatemala;31/12/2021;14;7;7
Salamanca;Guinea;31/12/2021;0;0;0
Salamanca;Guinea Bissau;31/12/2021;0;0;0
Salamanca;Guinea Ecuatorial;31/12/2021;40;15;25
Salamanca;Guyana;31/12/2021;0;0;0
Salamanca;Haití;31/12/2021;2;1;1
Salamanca;Honduras;31/12/2021;23;15;8
Salamanca;India;31/12/2021;6;2;4
Salamanca;Indonesia;31/12/2021;2;1;1
Salamanca;Irak;31/12/2021;0;0;0
Salamanca;Irán;31/12/2021;14;7;7
Salamanca;Islas Salomón;31/12/2021;0;0;0
Salamanca;Israel;31/12/2021;1;1;0
Salamanca;Jamaica;31/12/2021;0;0;0
Salamanca;Japón;31/12/2021;30;8;22
Salamanca;Jordania;31/12/2021;0;0;0
Salamanca;Kazajistán;31/12/2021;4;1;3
Salamanca;Kenia;31/12/2021;0;0;0
Salamanca;Kirguistán;31/12/2021;0;0;0
Salamanca;Kuwait;31/12/2021;0;0;0
Salamanca;Laos;31/12/2021;0;0;0
Salamanca;Lesoto;31/12/2021;0;0;0
Salamanca;Líbano;31/12/2021;1;1;0
Salamanca;Liberia;31/12/2021;0;0;0
Salamanca;Libia;31/12/2021;1;0;1
Salamanca;Macedonia;31/12/2021;0;0;0
Salamanca;Madagascar;31/12/2021;0;0;0
Salamanca;Malasia;31/12/2021;1;0;1
Salamanca;Malaui;31/12/2021;0;0;0
Salamanca;Maldivas;31/12/2021;0;0;0
Salamanca;Mali;31/12/2021;0;0;0
Salamanca;Marruecos;31/12/2021;68;26;42
Salamanca;Mauricio;31/12/2021;0;0;0
Salamanca;Mauritania;31/12/2021;0;0;0
Salamanca;México;31/12/2021;73;29;44
Salamanca;Micronesia;31/12/2021;0;0;0
Salamanca;Moldavia;31/12/2021;0;0;0
Salamanca;Mónaco;31/12/2021;0;0;0
Salamanca;Mongolia;31/12/2021;0;0;0
Salamanca;Montenegro;31/12/2021;0;0;0
Salamanca;Mozambique;31/12/2021;2;2;0
Salamanca;Myanmar;31/12/2021;0;0;0
Salamanca;Namibia;31/12/2021;0;0;0
Salamanca;Nepal;31/12/2021;0;0;0
Salamanca;Nicaragua;31/12/2021;3;1;2
Salamanca;Níger;31/12/2021;0;0;0
Salamanca;Nigeria;31/12/2021;0;0;0
Salamanca;Nueva Zelanda;31/12/2021;0;0;0
Salamanca;Oceanía (No consta país);31/12/2021;0;0;0
Salamanca;Omán;31/12/2021;0;0;0
Salamanca;Pakistán;31/12/2021;2;2;0
Salamanca;Palestina;31/12/2021;0;0;0
Salamanca;Panamá;31/12/2021;20;9;11
Salamanca;Papúa Nueva Guinea;31/12/2021;0;0;0
Salamanca;Paraguay;31/12/2021;4;1;3
Salamanca;Perú;31/12/2021;69;30;39
Salamanca;Qatar;31/12/2021;0;0;0
Salamanca;Reino Unido;31/12/2021;17;5;12
Salamanca;Rep. Centroafricana;31/12/2021;0;0;0
Salamanca;Rep. Dem. del Congo;31/12/2021;0;0;0
Salamanca;República Dominicana;31/12/2021;20;9;11
Salamanca;Ruanda;31/12/2021;0;0;0
Salamanca;Rusia;31/12/2021;14;2;12
Salamanca;Samoa;31/12/2021;0;0;0
Salamanca;San Cristóbal y Nieves;31/12/2021;0;0;0
Salamanca;San Marino;31/12/2021;0;0;0
Salamanca;San Vicente y Granadinas;31/12/2021;0;0;0
Salamanca;Santa Lucía;31/12/2021;0;0;0
