Localización;Nacionalidad;Fecha;Ambos;Hombres;Mujeres
España;Benín;31/12/2017;17;15;2
España;Bielorrusia;31/12/2017;103;24;79
España;Bolivia;31/12/2017;746;324;422
España;Bosnia-Herzegovina;31/12/2017;33;14;19
España;Botsuana;31/12/2017;1;0;1
España;Brasil;31/12/2017;1795;794;1001
España;Brunei;31/12/2017;0;0;0
España;Burkina Faso;31/12/2017;5;5;0
España;Burundi;31/12/2017;12;10;2
España;Bután;31/12/2017;4;2;2
España;Cabo Verde;31/12/2017;28;13;15
España;Camboya;31/12/2017;3;2;1
España;Camerún;31/12/2017;78;51;27
España;Canadá;31/12/2017;368;148;220
España;Chad;31/12/2017;1;1;0
España;Chile;31/12/2017;1806;861;945
España;China;31/12/2017;8604;2961;5643
España;Colombia;31/12/2017;4131;1792;2339
España;Comores;31/12/2017;1;1;0
España;Congo;31/12/2017;12;11;1
España;Corea del Norte;31/12/2017;9;9;0
España;Corea del Sur;31/12/2017;1030;454;576
España;Costa de Marfil;31/12/2017;39;28;11
España;Costa Rica;31/12/2017;503;234;269
España;Cuba;31/12/2017;527;246;281
España;Dominica;31/12/2017;2;0;2
España;Ecuador;31/12/2017;3658;1651;2007
España;Egipto;31/12/2017;378;266;112
España;El Salvador;31/12/2017;407;208;199
España;Emiratos Árabes Unidos;31/12/2017;8;3;5
España;Eritrea;31/12/2017;3;3;0
España;Estados Unidos;31/12/2017;6435;2124;4311
España;Etiopía;31/12/2017;27;16;11
España;Filipinas;31/12/2017;219;96;123
España;Fiyi;31/12/2017;0;0;0
España;Gabón;31/12/2017;17;8;9
España;Gambia;31/12/2017;12;9;3
España;Georgia;31/12/2017;106;50;56
España;Ghana;31/12/2017;83;42;41
España;Granada;31/12/2017;1;0;1
España;Guatemala;31/12/2017;328;136;192
España;Guinea;31/12/2017;8;6;2
España;Guinea Bissau;31/12/2017;2;1;1
España;Guinea Ecuatorial;31/12/2017;701;353;348
España;Guyana;31/12/2017;2;0;2
España;Haití;31/12/2017;33;21;12
España;Honduras;31/12/2017;580;260;320
España;India;31/12/2017;706;494;212
España;Indonesia;31/12/2017;116;70;46
España;Irak;31/12/2017;92;69;23
España;Irán;31/12/2017;571;265;306
España;Islas Salomón;31/12/2017;0;0;0
España;Israel;31/12/2017;86;46;40
España;Jamaica;31/12/2017;10;3;7
España;Japón;31/12/2017;796;377;419
España;Jordania;31/12/2017;165;102;63
España;Kazajistán;31/12/2017;321;128;193
España;Kenia;31/12/2017;54;33;21
España;Kirguistán;31/12/2017;20;10;10
España;Kuwait;31/12/2017;27;18;9
España;Laos;31/12/2017;1;1;0
España;Lesoto;31/12/2017;1;0;1
España;Líbano;31/12/2017;286;184;102
España;Liberia;31/12/2017;3;1;2
España;Libia;31/12/2017;182;144;38
España;Macedonia;31/12/2017;27;8;19
España;Madagascar;31/12/2017;9;5;4
España;Malasia;31/12/2017;82;43;39
España;Malaui;31/12/2017;4;2;2
España;Maldivas;31/12/2017;4;3;1
España;Mali;31/12/2017;14;11;3
España;Marruecos;31/12/2017;1800;898;902
España;Mauricio;31/12/2017;8;3;5
España;Mauritania;31/12/2017;26;20;6
España;México;31/12/2017;2953;1288;1665
España;Micronesia;31/12/2017;1;1;0
España;Moldavia;31/12/2017;6;1;5
España;Mónaco;31/12/2017;4;2;2
España;Mongolia;31/12/2017;9;3;6
España;Montenegro;31/12/2017;19;11;8
España;Mozambique;31/12/2017;25;18;7
España;Myanmar;31/12/2017;7;1;6
España;Namibia;31/12/2017;9;2;7
España;Nepal;31/12/2017;32;19;13
España;Nicaragua;31/12/2017;181;78;103
España;Níger;31/12/2017;11;11;0
España;Nigeria;31/12/2017;78;59;19
España;Nueva Zelanda;31/12/2017;54;25;29
España;Oceanía (No consta país);31/12/2017;0;0;0
España;Omán;31/12/2017;9;8;1
España;Pakistán;31/12/2017;90;54;36
España;Palestina;31/12/2017;65;47;18
España;Panamá;31/12/2017;516;208;308
España;Papúa Nueva Guinea;31/12/2017;0;0;0
España;Paraguay;31/12/2017;238;91;147
España;Perú;31/12/2017;2380;985;1395
España;Qatar;31/12/2017;10;9;1
España;Reino Unido;31/12/2017;0;0;0
España;Rep. Centroafricana;31/12/2017;1;1;0
España;Rep. Dem. del Congo;31/12/2017;57;50;7
España;República Dominicana;31/12/2017;1428;456;972
España;Ruanda;31/12/2017;11;10;1
España;Rusia;31/12/2017;1752;523;1229
España;Samoa;31/12/2017;0;0;0
España;San Cristóbal y Nieves;31/12/2017;0;0;0
España;San Marino;31/12/2017;0;0;0
España;San Vicente y Granadinas;31/12/2017;0;0;0
España;Santa Lucía;31/12/2017;2;0;2
España;Santo Tomé y Príncipe;31/12/2017;0;0;0
España;Senegal;31/12/2017;68;43;25
España;Serbia;31/12/2017;132;38;94
España;Seychelles;31/12/2017;4;2;2
España;Sierra Leona;31/12/2017;6;5;1
España;Singapur;31/12/2017;23;8;15
España;Siria;31/12/2017;81;55;26
España;Somalia;31/12/2017;0;0;0
España;Sri Lanka;31/12/2017;9;6;3
España;Suazilandia;31/12/2017;1;0;1
España;Sudáfrica;31/12/2017;81;32;49
España;Sudán;31/12/2017;17;13;4
España;Surinam;31/12/2017;0;0;0
España;Tailandia;31/12/2017;63;26;37
España;Taiwán;31/12/2017;705;278;427
España;Tanzania;31/12/2017;33;19;14
España;Tayikistán;31/12/2017;3;1;2
España;Togo;31/12/2017;5;3;2
España;Trinidad y Tobago;31/12/2017;17;4;13
España;Túnez;31/12/2017;133;58;75
España;Turkmenistán;31/12/2017;8;6;2
España;Turquía;31/12/2017;705;332;373
España;Ucrania;31/12/2017;856;312;544
España;Uganda;31/12/2017;24;14;10
España;Uruguay;31/12/2017;220;89;131
España;Uzbekistán;31/12/2017;33;19;14
España;Vanuatu;31/12/2017;0;0;0
España;Venezuela;31/12/2017;1880;817;1063
España;Vietnam;31/12/2017;330;110;220
España;Yemen;31/12/2017;15;11;4
España;Yibuti;31/12/2017;1;1;0
España;Zambia;31/12/2017;9;7;2
España;Zimbabue;31/12/2017;19;9;10
España;Todas las nacionalidades;31/12/2016;154041;66239;87802
España;Afganistán;31/12/2016;4;3;1
España;Albania;31/12/2016;90;34;56
España;Andorra;31/12/2016;55;32;23
España;Angola;31/12/2016;85;43;42
España;Antigua y Barbuda;31/12/2016;0;0;0
España;Arabia Saudí;31/12/2016;169;111;58
España;Argelia;31/12/2016;375;223;152
España;Argentina;31/12/2016;857;361;496
España;Armenia;31/12/2016;48;21;27
España;Australia;31/12/2016;229;109;120
España;Azerbaiyán;31/12/2016;112;68;44
España;Bahamas;31/12/2016;5;0;5
España;Bahrein;31/12/2016;18;16;2
España;Bangladés;31/12/2016;43;30;13
España;Barbados;31/12/2016;4;2;2
España;Belice;31/12/2016;0;0;0
España;Benín;31/12/2016;16;14;2
España;Bielorrusia;31/12/2016;129;36;93
España;Bolivia;31/12/2016;635;275;360
España;Bosnia-Herzegovina;31/12/2016;24;8;16
España;Botsuana;31/12/2016;0;0;0
España;Brasil;31/12/2016;1586;686;900
España;Brunei;31/12/2016;0;0;0
España;Burkina Faso;31/12/2016;10;9;1
España;Burundi;31/12/2016;13;9;4
España;Bután;31/12/2016;2;1;1
España;Cabo Verde;31/12/2016;19;9;10
España;Camboya;31/12/2016;2;1;1
España;Camerún;31/12/2016;74;46;28
España;Canadá;31/12/2016;383;151;232
España;Chad;31/12/2016;1;1;0
España;Chile;31/12/2016;1591;778;813
España;China;31/12/2016;8152;2852;5300
España;Colombia;31/12/2016;4191;1846;2345
España;Comores;31/12/2016;2;1;1
España;Congo;31/12/2016;20;12;8
España;Corea del Norte;31/12/2016;0;0;0
España;Corea del Sur;31/12/2016;1095;469;626
España;Costa de Marfil;31/12/2016;41;32;9
España;Costa Rica;31/12/2016;453;192;261
España;Cuba;31/12/2016;409;193;216
España;Dominica;31/12/2016;0;0;0
España;Ecuador;31/12/2016;3362;1551;1811
España;Egipto;31/12/2016;381;287;94
España;El Salvador;31/12/2016;383;196;187
España;Emiratos Árabes Unidos;31/12/2016;25;23;2
España;Eritrea;31/12/2016;2;2;0
España;Estados Unidos;31/12/2016;6308;2135;4173
España;Etiopía;31/12/2016;28;16;12
España;Filipinas;31/12/2016;175;77;98
España;Fiyi;31/12/2016;0;0;0
España;Gabón;31/12/2016;21;9;12
España;Gambia;31/12/2016;3;2;1
España;Georgia;31/12/2016;85;35;50
España;Ghana;31/12/2016;55;31;24
España;Granada;31/12/2016;0;0;0
España;Guatemala;31/12/2016;350;165;185
España;Guinea;31/12/2016;8;4;4
España;Guinea Bissau;31/12/2016;7;4;3
España;Guinea Ecuatorial;31/12/2016;698;336;362
España;Guyana;31/12/2016;1;0;1
España;Haití;31/12/2016;36;26;10
España;Honduras;31/12/2016;514;228;286
España;India;31/12/2016;722;512;210
España;Indonesia;31/12/2016;101;70;31
España;Irak;31/12/2016;95;68;27
España;Irán;31/12/2016;456;223;233
España;Islas Salomón;31/12/2016;0;0;0
España;Israel;31/12/2016;75;46;29
España;Jamaica;31/12/2016;8;3;5
España;Japón;31/12/2016;866;382;484
España;Jordania;31/12/2016;152;89;63
España;Kazajistán;31/12/2016;318;127;191
España;Kenia;31/12/2016;45;19;26
España;Kirguistán;31/12/2016;34;15;19
España;Kuwait;31/12/2016;18;10;8
España;Laos;31/12/2016;2;0;2
España;Lesoto;31/12/2016;1;1;0
España;Líbano;31/12/2016;239;163;76
España;Liberia;31/12/2016;3;0;3
España;Libia;31/12/2016;127;89;38
España;Macedonia;31/12/2016;35;14;21
España;Madagascar;31/12/2016;11;6;5
España;Malasia;31/12/2016;107;65;42
España;Malaui;31/12/2016;2;1;1
España;Maldivas;31/12/2016;3;2;1
España;Mali;31/12/2016;11;6;5
España;Marruecos;31/12/2016;1742;847;895
España;Mauricio;31/12/2016;8;4;4
España;Mauritania;31/12/2016;30;22;8
España;México;31/12/2016;3178;1406;1772
España;Micronesia;31/12/2016;0;0;0
España;Moldavia;31/12/2016;8;1;7
España;Mónaco;31/12/2016;1;0;1
España;Mongolia;31/12/2016;12;5;7
España;Montenegro;31/12/2016;27;11;16
España;Mozambique;31/12/2016;30;21;9
España;Myanmar;31/12/2016;5;2;3
España;Namibia;31/12/2016;0;0;0
España;Nepal;31/12/2016;28;16;12
España;Nicaragua;31/12/2016;166;77;89
España;Níger;31/12/2016;9;8;1
España;Nigeria;31/12/2016;67;43;24
España;Nueva Zelanda;31/12/2016;45;24;21
España;Oceanía (No consta país);31/12/2016;0;0;0
España;Omán;31/12/2016;30;17;13
España;Pakistán;31/12/2016;61;46;15
España;Palestina;31/12/2016;57;37;20
España;Panamá;31/12/2016;467;212;255
España;Papúa Nueva Guinea;31/12/2016;0;0;0
España;Paraguay;31/12/2016;469;177;292
España;Perú;31/12/2016;2001;881;1120
España;Qatar;31/12/2016;19;16;3
España;Reino Unido;31/12/2016;0;0;0
España;Rep. Centroafricana;31/12/2016;4;3;1
España;Rep. Dem. del Congo;31/12/2016;39;38;1
España;República Dominicana;31/12/2016;1771;595;1176
España;Ruanda;31/12/2016;18;15;3
España;Rusia;31/12/2016;1984;625;1359
España;Samoa;31/12/2016;0;0;0
España;San Cristóbal y Nieves;31/12/2016;0;0;0
España;San Marino;31/12/2016;2;1;1
España;San Vicente y Granadinas;31/12/2016;1;0;1
España;Santa Lucía;31/12/2016;2;0;2
España;Santo Tomé y Príncipe;31/12/2016;1;0;1
España;Senegal;31/12/2016;66;49;17
España;Serbia;31/12/2016;125;47;78
España;Seychelles;31/12/2016;2;0;2
España;Sierra Leona;31/12/2016;2;2;0
España;Singapur;31/12/2016;26;13;13
España;Siria;31/12/2016;119;74;45
España;Somalia;31/12/2016;2;0;2
España;Sri Lanka;31/12/2016;6;3;3
España;Suazilandia;31/12/2016;1;1;0
España;Sudáfrica;31/12/2016;72;35;37
España;Sudán;31/12/2016;6;4;2
España;Surinam;31/12/2016;1;1;0
España;Tailandia;31/12/2016;74;27;47
España;Taiwán;31/12/2016;525;179;346
España;Tanzania;31/12/2016;24;14;10
España;Tayikistán;31/12/2016;7;5;2
España;Togo;31/12/2016;10;8;2
España;Trinidad y Tobago;31/12/2016;17;4;13
España;Túnez;31/12/2016;120;59;61
España;Turkmenistán;31/12/2016;6;4;2
España;Turquía;31/12/2016;612;304;308
España;Ucrania;31/12/2016;931;351;580
España;Uganda;31/12/2016;12;10;2
España;Uruguay;31/12/2016;172;80;92
España;Uzbekistán;31/12/2016;47;26;21
España;Vanuatu;31/12/2016;0;0;0
España;Venezuela;31/12/2016;2291;951;1340
España;Vietnam;31/12/2016;328;122;206
España;Yemen;31/12/2016;12;8;4
España;Yibuti;31/12/2016;2;2;0
España;Zambia;31/12/2016;2;2;0
España;Zimbabue;31/12/2016;12;8;4
España;Todas las nacionalidades;31/12/2015;49656;21492;28164
España;Afganistán;31/12/2015;5;5;0
España;Albania;31/12/2015;51;17;34
España;Andorra;31/12/2015;58;25;33
España;Angola;31/12/2015;87;59;28
España;Antigua y Barbuda;31/12/2015;1;0;1
España;Arabia Saudí;31/12/2015;154;104;50
España;Argelia;31/12/2015;339;186;153
España;Argentina;31/12/2015;641;280;361
España;Armenia;31/12/2015;51;19;32
España;Australia;31/12/2015;188;88;100
España;Azerbaiyán;31/12/2015;96;69;27
España;Bahamas;31/12/2015;12;5;7
España;Bahrein;31/12/2015;7;1;6
España;Bangladés;31/12/2015;33;26;7
España;Barbados;31/12/2015;3;2;1
España;Belice;31/12/2015;0;0;0
España;Benín;31/12/2015;19;17;2
España;Bielorrusia;31/12/2015;122;36;86
España;Bolivia;31/12/2015;532;259;273
España;Bosnia-Herzegovina;31/12/2015;24;9;15
España;Botsuana;31/12/2015;2;2;0
España;Brasil;31/12/2015;2427;1037;1390
España;Brunei;31/12/2015;1;0;1
España;Burkina Faso;31/12/2015;12;10;2
España;Burundi;31/12/2015;13;10;3
España;Bután;31/12/2015;2;1;1
España;Cabo Verde;31/12/2015;26;14;12
España;Camboya;31/12/2015;11;6;5
España;Camerún;31/12/2015;70;42;28
España;Canadá;31/12/2015;378;131;247
España;Chad;31/12/2015;2;2;0
España;Chile;31/12/2015;1463;735;728
España;China;31/12/2015;6444;2170;4274
España;Colombia;31/12/2015;3975;1790;2185
España;Comores;31/12/2015;3;1;2
España;Congo;31/12/2015;16;8;8
España;Corea del Norte;31/12/2015;1;1;0
España;Corea del Sur;31/12/2015;955;356;599
España;Costa de Marfil;31/12/2015;35;29;6
España;Costa Rica;31/12/2015;363;159;204
España;Cuba;31/12/2015;303;139;164
España;Dominica;31/12/2015;1;0;1
España;Ecuador;31/12/2015;2853;1342;1511
España;Egipto;31/12/2015;359;269;90
España;El Salvador;31/12/2015;292;145;147
España;Emiratos Árabes Unidos;31/12/2015;49;44;5
España;Eritrea;31/12/2015;1;1;0
España;Estados Unidos;31/12/2015;5629;1969;3660
España;Etiopía;31/12/2015;32;22;10
España;Filipinas;31/12/2015;159;73;86
España;Fiyi;31/12/2015;2;0;2
España;Gabón;31/12/2015;23;12;11
España;Gambia;31/12/2015;7;4;3
España;Georgia;31/12/2015;99;48;51
España;Ghana;31/12/2015;40;22;18
España;Granada;31/12/2015;0;0;0
España;Guatemala;31/12/2015;299;143;156
España;Guinea;31/12/2015;18;12;6
España;Guinea Bissau;31/12/2015;6;2;4
España;Guinea Ecuatorial;31/12/2015;688;346;342
España;Guyana;31/12/2015;1;1;0
España;Haití;31/12/2015;50;37;13
España;Honduras;31/12/2015;418;195;223
España;India;31/12/2015;604;440;164
España;Indonesia;31/12/2015;79;48;31
España;Irak;31/12/2015;90;60;30
España;Irán;31/12/2015;396;195;201
España;Islas Salomón;31/12/2015;0;0;0
España;Israel;31/12/2015;49;25;24
España;Jamaica;31/12/2015;7;1;6
España;Japón;31/12/2015;857;408;449
España;Jordania;31/12/2015;158;98;60
España;Kazajistán;31/12/2015;309;121;188
España;Kenia;31/12/2015;27;12;15
España;Kirguistán;31/12/2015;33;14;19
España;Kuwait;31/12/2015;10;7;3
España;Laos;31/12/2015;2;1;1
España;Lesoto;31/12/2015;1;0;1
España;Líbano;31/12/2015;174;108;66
España;Liberia;31/12/2015;4;1;3
España;Libia;31/12/2015;96;64;32
España;Macedonia;31/12/2015;40;15;25
España;Madagascar;31/12/2015;11;6;5
España;Malasia;31/12/2015;103;63;40
España;Malaui;31/12/2015;0;0;0
España;Maldivas;31/12/2015;3;1;2
España;Mali;31/12/2015;10;8;2
España;Marruecos;31/12/2015;1614;808;806
España;Mauricio;31/12/2015;7;4;3
España;Mauritania;31/12/2015;34;23;11
España;México;31/12/2015;3325;1571;1754
España;Micronesia;31/12/2015;0;0;0
España;Moldavia;31/12/2015;12;0;12
España;Mónaco;31/12/2015;0;0;0
España;Mongolia;31/12/2015;8;4;4
España;Montenegro;31/12/2015;23;10;13
España;Mozambique;31/12/2015;33;24;9
España;Myanmar;31/12/2015;0;0;0
España;Namibia;31/12/2015;1;1;0
España;Nepal;31/12/2015;23;14;9
España;Nicaragua;31/12/2015;158;81;77
España;Níger;31/12/2015;4;4;0
España;Nigeria;31/12/2015;66;50;16
España;Nueva Zelanda;31/12/2015;32;12;20
España;Oceanía (No consta país);31/12/2015;4;3;1
España;Omán;31/12/2015;16;12;4
España;Pakistán;31/12/2015;71;52;19
España;Palestina;31/12/2015;39;28;11
España;Panamá;31/12/2015;348;146;202
España;Papúa Nueva Guinea;31/12/2015;0;0;0
España;Paraguay;31/12/2015;199;86;113
España;Perú;31/12/2015;1949;888;1061
España;Qatar;31/12/2015;9;9;0
España;Reino Unido;31/12/2015;0;0;0
España;Rep. Centroafricana;31/12/2015;4;4;0
España;Rep. Dem. del Congo;31/12/2015;35;32;3
España;República Dominicana;31/12/2015;1070;345;725
España;Ruanda;31/12/2015;13;11;2
España;Rusia;31/12/2015;2113;712;1401
España;Samoa;31/12/2015;0;0;0
España;San Cristóbal y Nieves;31/12/2015;0;0;0
España;San Marino;31/12/2015;0;0;0
España;San Vicente y Granadinas;31/12/2015;1;0;1
España;Santa Lucía;31/12/2015;0;0;0
España;Santo Tomé y Príncipe;31/12/2015;0;0;0
España;Senegal;31/12/2015;56;41;15
España;Serbia;31/12/2015;124;52;72
España;Seychelles;31/12/2015;1;0;1
España;Sierra Leona;31/12/2015;2;2;0
España;Singapur;31/12/2015;24;10;14
España;Siria;31/12/2015;117;76;41
España;Somalia;31/12/2015;2;1;1
España;Sri Lanka;31/12/2015;3;2;1
España;Suazilandia;31/12/2015;2;1;1
España;Sudáfrica;31/12/2015;44;24;20
España;Sudán;31/12/2015;10;9;1
España;Surinam;31/12/2015;1;1;0
España;Tailandia;31/12/2015;68;29;39
España;Taiwán;31/12/2015;434;147;287
España;Tanzania;31/12/2015;14;8;6
España;Tayikistán;31/12/2015;29;18;11
España;Togo;31/12/2015;8;6;2
España;Trinidad y Tobago;31/12/2015;11;2;9
España;Túnez;31/12/2015;114;50;64
España;Turkmenistán;31/12/2015;13;7;6
España;Turquía;31/12/2015;550;270;280
España;Ucrania;31/12/2015;822;277;545
España;Uganda;31/12/2015;12;9;3
España;Uruguay;31/12/2015;109;59;50
España;Uzbekistán;31/12/2015;59;34;25
España;Vanuatu;31/12/2015;0;0;0
España;Venezuela;31/12/2015;2575;1089;1486
España;Vietnam;31/12/2015;201;81;120
España;Yemen;31/12/2015;8;7;1
España;Yibuti;31/12/2015;2;2;0
España;Zambia;31/12/2015;0;0;0
España;Zimbabue;31/12/2015;16;11;5
Castilla y León;Todas las nacionalidades;31/12/2021;3185;1426;1759
Castilla y León;Afganistán;31/12/2021;0;0;0
Castilla y León;Albania;31/12/2021;4;1;3
Castilla y León;Andorra;31/12/2021;1;0;1
Castilla y León;Angola;31/12/2021;8;5;3
Castilla y León;Antigua y Barbuda;31/12/2021;0;0;0
Castilla y León;Arabia Saudí;31/12/2021;3;3;0
Castilla y León;Argelia;31/12/2021;41;13;28
Castilla y León;Argentina;31/12/2021;61;31;30
Castilla y León;Armenia;31/12/2021;2;1;1
Castilla y León;Australia;31/12/2021;4;2;2
Castilla y León;Azerbaiyán;31/12/2021;2;1;1
Castilla y León;Bahamas;31/12/2021;0;0;0
Castilla y León;Bahrein;31/12/2021;4;4;0
Castilla y León;Bangladés;31/12/2021;3;2;1
Castilla y León;Barbados;31/12/2021;1;0;1
Castilla y León;Belice;31/12/2021;0;0;0
Castilla y León;Benín;31/12/2021;5;5;0
Castilla y León;Bielorrusia;31/12/2021;1;0;1
Castilla y León;Bolivia;31/12/2021;23;9;14
Castilla y León;Bosnia-Herzegovina;31/12/2021;1;0;1
Castilla y León;Botsuana;31/12/2021;0;0;0
Castilla y León;Brasil;31/12/2021;124;55;69
Castilla y León;Brunei;31/12/2021;0;0;0
Castilla y León;Burkina Faso;31/12/2021;2;2;0
Castilla y León;Burundi;31/12/2021;4;4;0
Castilla y León;Bután;31/12/2021;0;0;0
Castilla y León;Cabo Verde;31/12/2021;1;1;0
Castilla y León;Camboya;31/12/2021;0;0;0
Castilla y León;Camerún;31/12/2021;8;5;3
Castilla y León;Canadá;31/12/2021;18;12;6
Castilla y León;Chad;31/12/2021;0;0;0
Castilla y León;Chile;31/12/2021;66;32;34
Castilla y León;China;31/12/2021;645;242;403
Castilla y León;Colombia;31/12/2021;286;117;169
Castilla y León;Comores;31/12/2021;0;0;0
Castilla y León;Congo;31/12/2021;0;0;0
Castilla y León;Corea del Norte;31/12/2021;0;0;0
Castilla y León;Corea del Sur;31/12/2021;11;6;5
Castilla y León;Costa de Marfil;31/12/2021;4;3;1
Castilla y León;Costa Rica;31/12/2021;28;13;15
Castilla y León;Cuba;31/12/2021;60;20;40
Castilla y León;Dominica;31/12/2021;0;0;0
Castilla y León;Ecuador;31/12/2021;139;71;68
Castilla y León;Egipto;31/12/2021;22;10;12
Castilla y León;El Salvador;31/12/2021;34;18;16
Castilla y León;Emiratos Árabes Unidos;31/12/2021;1;1;0
Castilla y León;Eritrea;31/12/2021;0;0;0
Castilla y León;Estados Unidos;31/12/2021;198;63;135
Castilla y León;Etiopía;31/12/2021;0;0;0
Castilla y León;Filipinas;31/12/2021;20;12;8
Castilla y León;Fiyi;31/12/2021;0;0;0
Castilla y León;Gabón;31/12/2021;4;2;2
Castilla y León;Gambia;31/12/2021;1;1;0
Castilla y León;Georgia;31/12/2021;8;3;5
Castilla y León;Ghana;31/12/2021;2;1;1
Castilla y León;Granada;31/12/2021;0;0;0
Castilla y León;Guatemala;31/12/2021;22;10;12
Castilla y León;Guinea;31/12/2021;0;0;0
Castilla y León;Guinea Bissau;31/12/2021;0;0;0
Castilla y León;Guinea Ecuatorial;31/12/2021;85;34;51
Castilla y León;Guyana;31/12/2021;0;0;0
Castilla y León;Haití;31/12/2021;3;2;1
Castilla y León;Honduras;31/12/2021;42;22;20
Castilla y León;India;31/12/2021;61;35;26
Castilla y León;Indonesia;31/12/2021;7;4;3
Castilla y León;Irak;31/12/2021;23;20;3
Castilla y León;Irán;31/12/2021;21;10;11
Castilla y León;Islas Salomón;31/12/2021;0;0;0
Castilla y León;Israel;31/12/2021;2;2;0
Castilla y León;Jamaica;31/12/2021;3;1;2
Castilla y León;Japón;31/12/2021;44;19;25
Castilla y León;Jordania;31/12/2021;40;11;29
Castilla y León;Kazajistán;31/12/2021;17;9;8
Castilla y León;Kenia;31/12/2021;7;2;5
Castilla y León;Kirguistán;31/12/2021;1;1;0
Castilla y León;Kuwait;31/12/2021;1;1;0
Castilla y León;Laos;31/12/2021;0;0;0
Castilla y León;Lesoto;31/12/2021;0;0;0
Castilla y León;Líbano;31/12/2021;34;15;19
Castilla y León;Liberia;31/12/2021;0;0;0
Castilla y León;Libia;31/12/2021;3;2;1
Castilla y León;Macedonia;31/12/2021;0;0;0
Castilla y León;Madagascar;31/12/2021;1;0;1
Castilla y León;Malasia;31/12/2021;6;2;4
Castilla y León;Malaui;31/12/2021;0;0;0
Castilla y León;Maldivas;31/12/2021;1;1;0
Castilla y León;Mali;31/12/2021;0;0;0
Castilla y León;Marruecos;31/12/2021;247;124;123
Castilla y León;Mauricio;31/12/2021;1;0;1
Castilla y León;Mauritania;31/12/2021;0;0;0
Castilla y León;México;31/12/2021;140;63;77
Castilla y León;Micronesia;31/12/2021;0;0;0
Castilla y León;Moldavia;31/12/2021;0;0;0
Castilla y León;Mónaco;31/12/2021;0;0;0
Castilla y León;Mongolia;31/12/2021;2;0;2
Castilla y León;Montenegro;31/12/2021;2;2;0
Castilla y León;Mozambique;31/12/2021;2;2;0
Castilla y León;Myanmar;31/12/2021;0;0;0
Castilla y León;Namibia;31/12/2021;0;0;0
Castilla y León;Nepal;31/12/2021;4;2;2
Castilla y León;Nicaragua;31/12/2021;8;2;6
Castilla y León;Níger;31/12/2021;2;2;0
Castilla y León;Nigeria;31/12/2021;12;11;1
Castilla y León;Nueva Zelanda;31/12/2021;2;2;0
Castilla y León;Oceanía (No consta país);31/12/2021;0;0;0
Castilla y León;Omán;31/12/2021;25;21;4
Castilla y León;Pakistán;31/12/2021;7;6;1
Castilla y León;Palestina;31/12/2021;2;1;1
Castilla y León;Panamá;31/12/2021;32;13;19
Castilla y León;Papúa Nueva Guinea;31/12/2021;0;0;0
Castilla y León;Paraguay;31/12/2021;9;3;6
Castilla y León;Perú;31/12/2021;119;55;64
Castilla y León;Qatar;31/12/2021;3;3;0
Castilla y León;Reino Unido;31/12/2021;47;17;30
Castilla y León;Rep. Centroafricana;31/12/2021;0;0;0
Castilla y León;Rep. Dem. del Congo;31/12/2021;1;1;0
Castilla y León;República Dominicana;31/12/2021;44;16;28
Castilla y León;Ruanda;31/12/2021;0;0;0
Castilla y León;Rusia;31/12/2021;42;15;27
Castilla y León;Samoa;31/12/2021;0;0;0
Castilla y León;San Cristóbal y Nieves;31/12/2021;0;0;0
Castilla y León;San Marino;31/12/2021;0;0;0
Castilla y León;San Vicente y Granadinas;31/12/2021;0;0;0
Castilla y León;Santa Lucía;31/12/2021;0;0;0
Castilla y León;Santo Tomé y Príncipe;31/12/2021;0;0;0
Castilla y León;Senegal;31/12/2021;6;6;0
Castilla y León;Serbia;31/12/2021;3;2;1
Castilla y León;Seychelles;31/12/2021;0;0;0
Castilla y León;Sierra Leona;31/12/2021;0;0;0
Castilla y León;Singapur;31/12/2021;3;2;1
Castilla y León;Siria;31/12/2021;4;3;1
Castilla y León;Somalia;31/12/2021;0;0;0
Castilla y León;Sri Lanka;31/12/2021;1;1;0
Castilla y León;Suazilandia;31/12/2021;0;0;0
Castilla y León;Sudáfrica;31/12/2021;6;3;3
Castilla y León;Sudán;31/12/2021;2;2;0
Castilla y León;Surinam;31/12/2021;0;0;0
Castilla y León;Tailandia;31/12/2021;5;2;3
Castilla y León;Taiwán;31/12/2021;4;2;2
Castilla y León;Tanzania;31/12/2021;7;7;0
Castilla y León;Tayikistán;31/12/2021;0;0;0
Castilla y León;Togo;31/12/2021;1;1;0
Castilla y León;Trinidad y Tobago;31/12/2021;0;0;0
Castilla y León;Túnez;31/12/2021;9;5;4
Castilla y León;Turkmenistán;31/12/2021;2;2;0
Castilla y León;Turquía;31/12/2021;20;8;12
Castilla y León;Ucrania;31/12/2021;16;9;7
Castilla y León;Uganda;31/12/2021;1;1;0
Castilla y León;Uruguay;31/12/2021;3;1;2
Castilla y León;Uzbekistán;31/12/2021;1;0;1
Castilla y León;Vanuatu;31/12/2021;0;0;0
Castilla y León;Venezuela;31/12/2021;47;24;23
Castilla y León;Vietnam;31/12/2021;13;6;7
Castilla y León;Yemen;31/12/2021;0;0;0
Castilla y León;Yibuti;31/12/2021;0;0;0
Castilla y León;Zambia;31/12/2021;4;4;0
Castilla y León;Zimbabue;31/12/2021;0;0;0
Castilla y León;Todas las nacionalidades;31/12/2020;2467;1089;1378
Castilla y León;Afganistán;31/12/2020;0;0;0
